from,to,weight
2949,8596,0.2
2951,7994,0.2
2952,432,0.0333333333333333
2957,7131,0.2
2958,5854,0.1
2958,8408,0.1
2958,9566,0.2
2960,4777,0.2
2961,9198,0.2
2962,7542,0.2
2964,3635,0.2
2964,8592,0.0666666666666667
2964,9516,0.1
2964,9722,0.1
2965,4545,0.2
2965,4807,0.1
2965,5294,0.2
2965,8314,0.1
2967,5352,0.1
2968,1001,0.1
2969,7969,0.2
2970,431,0.05
2971,8095,0.2
2972,616,0.1
2972,1043,0.1
2975,3883,0.1
2977,8764,0.2
2978,4389,0.0666666666666667
2978,7179,0.2
2978,9672,0.0666666666666667
2979,371,0.1
2981,3855,0.2
2983,8897,0.1
2984,9161,0.1
2985,966,0.2
2985,7688,0.2
2987,11,0.2
2988,392,0.1
2990,4507,0.2
2992,265,0.04
2993,737,0.1
2994,3669,0.0666666666666667
2997,8312,0.1
2998,3620,0.1
2998,4603,0.0666666666666667
2998,5872,0.2
3002,196,0.1
3002,373,0.2
3003,1822,0.0666666666666667
3004,2396,0.1
3005,471,0.2
3006,4895,0.2
3007,8184,0.2
3007,8324,0.1
3009,920,0.2
3011,9972,0.2
3013,8849,0.05
3016,3827,0.1
3018,1710,0.2
3018,4994,0.2
3020,3778,0.2
3020,4499,0.2
3024,4955,0.1
3025,6396,0.04
3026,7744,0.2
3026,8346,0.0666666666666667
3029,4478,0.2
3029,6524,0.2
3030,3871,0.2
3031,5453,0.1
3032,9634,0.0666666666666667
3033,268,0.0666666666666667
3034,721,0.1
3034,7976,0.2
3037,8582,0.1
3038,5292,0.1
3039,3030,0.1
3039,3048,0.1
3041,6877,0.1
3041,8988,0.0666666666666667
3043,6122,0.2
3045,218,0.2
3045,5986,0.1
3047,4218,0.2
3047,5247,0.2
3048,8803,0.1
3049,4783,0.1
3049,8445,0.2
3049,8520,0.1
3052,1987,0.1
3053,7869,0.1
3054,9540,0.2
3056,5945,0.1
3057,432,0.0333333333333333
3058,7864,0.1
3060,50,0.0666666666666667
3060,9379,0.2
3061,3880,0.2
3063,1100,0.1
3063,5981,0.1
3065,6709,0.1
3065,9693,0.2
3068,5269,0.2
3070,5677,0.05
3071,3039,0.2
3074,870,0.2
3075,2537,0.1
3076,1453,0.2
3076,5698,0.05
3076,6297,0.2
3077,7107,0.0666666666666667
3077,8516,0.2
3078,7839,0.2
3079,2632,0.2
3082,7435,0.2
3082,9934,0.1
3085,946,0.2
3085,4931,0.2
3085,7372,0.2
3086,1616,0.2
3087,7695,0.1
3091,1440,0.1
3091,6446,0.1
3091,8263,0.2
3093,5213,0.2
3093,9994,0.1
3094,7800,0.1
3095,1923,0.1
3095,2750,0.2
3095,6712,0.1
3096,8523,0.1
3096,9119,0.1
3098,850,0.1
3098,4274,0.1
3100,225,0.1
3104,2703,0.2
3104,7829,0.2
3105,2289,0.1
3106,1154,0.2
3106,7244,0.1
3106,9872,0.0666666666666667
3107,4324,0.2
3109,8376,0.2
3109,8427,0.0666666666666667
3111,8569,0.2
3113,1191,0.2
3113,4237,0.1
3113,7737,0.2
3114,742,0.2
3115,1844,0.2
3115,5423,0.2
3117,3639,0.1
3118,7874,0.1
3119,4337,0.2
3120,3063,0.2
3121,1092,0.1
3123,1078,0.0666666666666667
3123,6206,0.2
3126,2277,0.1
3126,2760,0.1
3126,5763,0.1
3127,5078,0.1
3127,6238,0.0666666666666667
3128,9866,0.1
3129,4755,0.0666666666666667
3131,1544,0.2
3131,1904,0.1
3132,1910,0.2
3132,8247,0.1
3134,2365,0.2
3134,7123,0.2
3134,8536,0.1
3135,9193,0.2
3137,2377,0.1
3138,3041,0.0666666666666667
3139,3109,0.2
3141,5219,0.1
3143,1927,0.2
3145,1342,0.2
3146,5698,0.05
3147,1697,0.0666666666666667
3147,3808,0.2
3147,4438,0.2
3149,759,0.1
3149,4022,0.2
3150,6842,0.0666666666666667
3151,4811,0.2
3152,6773,0.1
3154,3310,0.2
3156,3411,0.2
3156,3715,0.2
3156,9102,0.1
3157,2074,0.2
3158,7366,0.0666666666666667
3159,2294,0.2
3159,4313,0.05
3160,1079,0.1
3160,8215,0.2
3160,8740,0.0666666666666667
3162,3003,0.2
3163,5370,0.2
3163,7168,0.0666666666666667
3163,7711,0.0666666666666667
3165,838,0.1
3166,8102,0.2
3167,2439,0.0666666666666667
3167,2539,0.2
3167,5147,0.1
3169,881,0.2
3170,641,0.2
3170,3068,0.1
3171,719,0.1
3171,2482,0.1
3174,3544,0.0666666666666667
3174,6684,0.0666666666666667
3175,1475,0.1
3175,3024,0.0666666666666667
3175,3358,0.2
3176,836,0.2
3176,3070,0.1
3176,8909,0.2
3177,8243,0.2
3178,4734,0.2
3178,6393,0.2
3178,6809,0.0666666666666667
3179,3912,0.2
3179,7297,0.1
3180,903,0.1
3181,2268,0.2
3183,3124,0.2
3186,4019,0.2
3186,7733,0.0666666666666667
3186,7922,0.0666666666666667
3187,526,0.1
3187,1146,0.1
3188,5166,0.1
3190,6795,0.2
3191,1290,0.1
3191,7990,0.1
3192,9879,0.1
3193,1890,0.1
3193,3887,0.1
3195,4197,0.0666666666666667
3195,4759,0.2
3198,834,0.2
3199,9857,0.2
3200,4548,0.2
3201,8828,0.1
3202,897,0.2
3202,5326,0.0666666666666667
3203,6189,0.0666666666666667
3204,4855,0.05
3204,7493,0.2
3205,5512,0.2
3206,7692,0.2
3208,545,0.1
3208,2366,0.2
3208,9316,0.0666666666666667
3209,21,0.0666666666666667
3210,3421,0.0666666666666667
3210,4849,0.0666666666666667
3211,8046,0.2
3211,8062,0.1
3211,8609,0.05
3211,9378,0.1
3212,2072,0.1
3213,1512,0.1
3213,9470,0.2
3216,6144,0.2
3216,7230,0.2
3217,2141,0.1
3217,3307,0.2
3218,7042,0.1
3219,787,0.1
3219,4621,0.1
3220,974,0.2
3221,4568,0.2
3221,7183,0.0666666666666667
3222,3930,0.1
3222,5417,0.2
3223,633,0.2
3223,7930,0.2
3224,4641,0.2
3224,8701,0.1
3224,9402,0.1
3225,8776,0.1
3226,166,0.2
3228,2199,0.1
3229,930,0.1
3229,5043,0.2
3230,7032,0.2
3231,2712,0.0666666666666667
3232,1500,0.1
3234,6287,0.2
3235,6077,0.0666666666666667
3237,3730,0.0666666666666667
3238,5117,0.2
3240,7797,0.04
3241,2975,0.0666666666666667
3243,2509,0.0666666666666667
3243,5816,0.0666666666666667
3243,8740,0.0666666666666667
3243,9835,0.1
3244,2842,0.04
3245,1486,0.0666666666666667
3245,4625,0.0666666666666667
3251,4502,0.1
3251,5868,0.0666666666666667
3252,6398,0.2
3253,3211,0.2
3256,5401,0.2
3256,9962,0.2
3258,4959,0.2
3260,9618,0.2
3265,5375,0.1
3265,8429,0.2
3266,7298,0.1
3266,7813,0.2
3267,2731,0.2
3267,5446,0.05
3267,7765,0.1
3269,6021,0.1
3271,9690,0.2
3272,4798,0.1
3276,6408,0.1
3276,9789,0.0666666666666667
3277,2871,0.1
3277,4841,0.0666666666666667
3278,9531,0.1
3279,9795,0.2
3280,3315,0.1
3280,8946,0.2
3281,9568,0.2
3282,2689,0.05
3282,7545,0.1
3285,4359,0.1
3286,9951,0.2
3289,9680,0.1
3290,4988,0.2
3291,5014,0.1
3291,7723,0.0666666666666667
3291,7882,0.2
3295,7494,0.2
3296,1321,0.0666666666666667
3298,5699,0.0666666666666667
3298,8121,0.05
3301,4063,0.2
3302,746,0.2
3303,7834,0.1
3305,6218,0.1
3306,814,0.1
3307,2933,0.1
3307,8634,0.2
3308,3244,0.1
3308,3336,0.1
3308,9448,0.2
3309,913,0.04
3309,4072,0.0666666666666667
3309,5864,0.05
3310,4347,0.2
3313,1717,0.0666666666666667
3313,3669,0.0666666666666667
3315,4379,0.2
3315,7892,0.2
3318,2198,0.2
3319,7607,0.1
3321,2810,0.0666666666666667
3322,6793,0.2
3322,8663,0.1
3324,9950,0.1
3326,668,0.2
3326,3482,0.2
3327,1541,0.2
3329,1731,0.2
3329,6525,0.2
3329,9005,0.2
3330,4622,0.0666666666666667
3331,724,0.2
3335,9100,0.1
3338,9968,0.1
3339,6991,0.2
3340,8196,0.2
3341,3729,0.2
3341,8728,0.1
3343,5253,0.2
3344,5989,0.2
3346,6361,0.1
3347,2349,0.1
3348,2842,0.04
3349,9705,0.1
3350,1475,0.1
3350,6193,0.2
3350,8461,0.0666666666666667
3353,9572,0.1
3355,2720,0.04
3355,7327,0.1
3356,660,0.2
3356,2427,0.2
3364,1932,0.1
3364,4468,0.05
3368,1063,0.1
3368,1779,0.2
3370,2793,0.1
3374,6613,0.1
3375,9549,0.1
3377,8210,0.2
3379,8212,0.1
3382,480,0.0666666666666667
3384,5236,0.1
3384,8711,0.1
3384,9179,0.1
3388,2140,0.1
3389,3711,0.2
3394,4204,0.1
3394,8401,0.0666666666666667
3395,5101,0.2
3398,1934,0.2
3398,2456,0.1
3398,4731,0.05
3400,2622,0.2
3402,7311,0.1
3403,9739,0.2
3404,4318,0.0666666666666667
3405,6444,0.0666666666666667
3406,5861,0.2
3406,9518,0.2
3408,762,0.2
3408,9445,0.2
3410,730,0.1
3411,490,0.0333333333333333
3411,3926,0.0666666666666667
3411,4075,0.1
3411,6915,0.1
3412,4202,0.1
3414,1758,0.05
3414,2396,0.1
3415,6488,0.1
3416,2910,0.2
3416,6107,0.2
3417,4599,0.04
3417,9789,0.0666666666666667
3419,4986,0.2
3419,8039,0.1
3422,204,0.0666666666666667
3424,5556,0.2
3424,7420,0.1
3425,4597,0.2
3425,6243,0.1
3426,9473,0.1
3427,50,0.0666666666666667
3427,2773,0.2
3429,1165,0.1
3429,3038,0.0666666666666667
3429,4441,0.2
3430,2713,0.0666666666666667
3431,4527,0.2
3433,121,0.2
3433,3973,0.1
3433,5707,0.1
3435,2430,0.0666666666666667
3437,3804,0.1
3437,5743,0.0666666666666667
3439,7680,0.0666666666666667
3440,9643,0.2
3441,3291,0.2
3442,2619,0.2
3445,3773,0.1
3445,7735,0.2
3446,3667,0.2
3449,2856,0.2
3450,5803,0.0666666666666667
3450,8732,0.2
3452,1959,0.1
3453,8626,0.2
3454,6672,0.1
3454,7150,0.2
3455,1413,0.1
3459,1261,0.2
3459,5219,0.1
3460,8609,0.05
3461,8073,0.2
3461,9242,0.1
3462,6576,0.1
3463,4142,0.05
3464,2884,0.1
3465,8576,0.2
3466,5917,0.1
3467,8023,0.1
3468,4779,0.1
3469,7061,0.05
3469,8848,0.05
3471,6901,0.1
3472,2554,0.1
3473,4468,0.05
3473,5878,0.2
3473,6789,0.2
3474,351,0.2
3475,9637,0.2
3476,7089,0.1
3476,8606,0.0666666666666667
3478,3524,0.1
3481,2844,0.1
3482,2202,0.1
3487,3352,0.2
3489,6100,0.2
3490,7301,0.2
3490,9156,0.2
3493,4294,0.1
3494,4846,0.2
3496,3577,0.2
3496,9040,0.2
3497,1058,0.1
3498,2302,0.2
3500,9310,0.1
3501,757,0.2
3501,2487,0.1
3501,3470,0.2
3503,9631,0.2
3504,7684,0.2
3506,1429,0.1
3506,2410,0.2
3509,8927,0.2
3510,2888,0.1
3512,186,0.1
3513,3217,0.0666666666666667
3513,4430,0.1
3514,8416,0.0666666666666667
3516,7069,0.2
3516,8188,0.2
3517,926,0.1
3517,3887,0.1
3518,9310,0.1
3519,7284,0.2
3519,8461,0.0666666666666667
3521,9825,0.0666666666666667
3523,542,0.2
3524,4173,0.1
3526,446,0.2
3526,8302,0.2
3527,8164,0.1
3528,3605,0.2
3528,4530,0.1
3530,5791,0.2
3531,9899,0.1
3532,567,0.2
3533,4668,0.1
3534,242,0.2
3535,3769,0.1
3536,1890,0.1
3537,1439,0.1
3540,106,0.2
3541,2119,0.1
3541,4622,0.0666666666666667
3541,9553,0.1
3542,3817,0.2
3542,6217,0.2
3543,4783,0.1
3543,5666,0.0666666666666667
3544,3643,0.1
3544,6531,0.0666666666666667
3545,3254,0.2
3546,1241,0.2
3547,3448,0.05
3548,1259,0.1
3549,2170,0.0666666666666667
3551,3276,0.1
3552,7009,0.2
3553,5963,0.2
3554,8806,0.1
3557,4980,0.2
3557,5539,0.1
3557,6074,0.2
3558,6476,0.2
3558,8591,0.0666666666666667
3559,1209,0.2
3562,1339,0.0666666666666667
3562,3038,0.0666666666666667
3564,393,0.1
3568,3797,0.2
3570,7752,0.1
3571,5131,0.0666666666666667
3572,615,0.2
3572,8552,0.04
3573,3319,0.1
3574,308,0.0666666666666667
3574,3043,0.1
3574,8806,0.1
3575,6396,0.04
3577,1259,0.1
3579,4411,0.2
3583,1915,0.0666666666666667
3583,2280,0.2
3585,3365,0.0666666666666667
3585,4902,0.1
3586,7633,0.1
3588,894,0.0666666666666667
3588,1948,0.2
3588,9730,0.2
3589,1595,0.1
3592,2222,0.2
3592,3420,0.2
3595,3322,0.1
3595,5231,0.05
3598,3928,0.2
3599,730,0.1
3599,7437,0.1
3599,8416,0.0666666666666667
3604,8189,0.1
3608,3257,0.0666666666666667
3609,6567,0.1
3610,7329,0.2
3612,6306,0.1
3614,2352,0.1
3614,7964,0.0666666666666667
3615,8901,0.0666666666666667
3616,454,0.2
3620,5072,0.1
3621,3524,0.1
3622,6735,0.1
3623,6035,0.2
3623,8216,0.0666666666666667
3624,3464,0.05
3625,3146,0.0666666666666667
3625,4135,0.2
3627,465,0.1
3628,9974,0.1
3629,585,0.1
3630,5603,0.1
3630,7824,0.0666666666666667
3631,844,0.05
3632,8418,0.0666666666666667
3633,2078,0.2
3633,9890,0.0666666666666667
3634,396,0.05
3634,8707,0.0333333333333333
3636,1670,0.2
3638,889,0.0666666666666667
3638,5312,0.1
3638,5555,0.1
3638,7304,0.2
3640,4856,0.05
3640,6662,0.2
3640,7086,0.1
3641,1956,0.0666666666666667
3641,3157,0.0666666666666667
3642,678,0.2
3642,2639,0.2
3642,6756,0.1
3642,9507,0.2
3643,2428,0.1
3643,4126,0.1
3643,5367,0.1
3643,5776,0.2
3643,7586,0.1
3647,5754,0.2
3648,6729,0.2
3648,9447,0.2
3650,3406,0.2
3650,9751,0.1
3651,5480,0.1
3653,445,0.2
3653,490,0.0333333333333333
3653,4867,0.1
3656,6614,0.1
3657,2812,0.1
3657,9154,0.0666666666666667
3658,2290,0.0666666666666667
3660,6458,0.1
3662,9969,0.1
3663,2306,0.2
3664,7426,0.1
3666,910,0.2
3666,1662,0.1
3667,2759,0.1
3668,4413,0.2
3673,5506,0.2
3673,9787,0.2
3675,3511,0.2
3675,9058,0.1
3676,7938,0.1
3677,5901,0.2
3679,9593,0.2
3680,3033,0.04
3680,4262,0.1
3681,1461,0.2
3681,8192,0.1
3683,569,0.05
3683,1050,0.2
3683,3065,0.1
3683,9842,0.2
3688,1549,0.0666666666666667
3689,586,0.2
3689,9356,0.0666666666666667
3692,4166,0.2
3693,5083,0.1
3693,9478,0.0666666666666667
3694,4062,0.1
3694,9026,0.1
3699,7155,0.2
3699,8707,0.0333333333333333
3700,7005,0.2
3700,8684,0.1
3707,7469,0.1
3707,8414,0.1
3708,8562,0.1
3709,9815,0.1
3710,4741,0.2
3715,7781,0.1
3717,263,0.2
3717,520,0.1
3719,4788,0.0666666666666667
3720,9444,0.2
3721,4145,0.0666666666666667
3721,9205,0.1
3727,1059,0.1
3727,6596,0.2
3728,1742,0.0666666666666667
3728,4816,0.2
3728,7430,0.2
3729,7326,0.2
3733,7448,0.0666666666666667
3737,5798,0.0666666666666667
3738,1720,0.0666666666666667
3740,6079,0.1
3741,3690,0.1
3744,6901,0.1
3745,6304,0.2
3745,6998,0.2
3746,5584,0.05
3747,9911,0.1
3748,8228,0.0666666666666667
3749,3677,0.2
3750,4695,0.1
3751,2902,0.05
3751,3436,0.2
3751,7443,0.1
3754,3392,0.0666666666666667
3754,9098,0.1
3756,5960,0.2
3758,5297,0.1
3758,7978,0.2
3759,2678,0.1
3759,8737,0.0666666666666667
3760,7406,0.1
3764,6990,0.2
3766,9056,0.1
3767,4060,0.1
3767,6569,0.2
3770,3516,0.2
3770,3919,0.2
3771,6416,0.0666666666666667
3771,8418,0.0666666666666667
3773,2472,0.2
3773,2883,0.2
3774,259,0.1
3774,844,0.05
3776,308,0.0666666666666667
3779,4840,0.2
3779,8172,0.2
3782,4630,0.2
3782,7046,0.2
3783,4731,0.05
3784,382,0.1
3784,4480,0.1
3785,9097,0.2
3788,3202,0.1
3788,8813,0.2
3789,3299,0.0666666666666667
3791,5859,0.2
3794,2357,0.1
3795,4149,0.0666666666666667
3796,2504,0.1
3796,5023,0.2
3796,8948,0.0666666666666667
3796,9683,0.1
3797,4184,0.2
3799,2287,0.2
3799,4107,0.2
3800,338,0.2
3800,6546,0.0666666666666667
3801,6684,0.0666666666666667
3801,8434,0.2
3802,1786,0.1
3803,7549,0.0666666666666667
3805,3402,0.1
3805,5116,0.2
3806,1790,0.1
3808,2279,0.1
3808,2512,0.2
3809,9110,0.2
3811,3793,0.1
3811,7771,0.2
3811,8238,0.0666666666666667
3811,8391,0.2
3813,7487,0.1
3814,5031,0.0666666666666667
3814,7022,0.2
3814,7389,0.1
3815,7906,0.2
3815,9228,0.1
3816,4675,0.1
3818,2794,0.1
3818,3041,0.0666666666666667
3818,4270,0.0666666666666667
3819,509,0.2
3821,8523,0.1
3822,551,0.1
3823,4842,0.2
3824,3849,0.1
3824,8958,0.1
3825,8600,0.2
3826,1115,0.2
3829,8135,0.0666666666666667
3833,2848,0.2
3833,9138,0.1
3838,3088,0.2
3839,2156,0.2
3840,7076,0.0666666666666667
3840,9983,0.1
3842,1345,0.2
3844,7437,0.1
3845,490,0.0333333333333333
3845,3765,0.2
3848,5937,0.05
3848,9265,0.1
3849,2008,0.2
3850,1792,0.2
3850,8074,0.2
3850,9167,0.2
3851,3215,0.2
3851,7132,0.1
3852,2009,0.2
3852,3140,0.0666666666666667
3852,5084,0.1
3852,7345,0.2
3852,7952,0.1
3854,5970,0.2
3855,503,0.1
3857,9776,0.2
3859,8503,0.2
3860,2471,0.05
3860,6603,0.1
3862,5727,0.0666666666666667
3863,4192,0.2
3864,7589,0.2
3864,9157,0.2
3865,4578,0.0666666666666667
3870,2449,0.2
3870,3799,0.1
3870,7119,0.2
3872,1873,0.0666666666666667
3872,7221,0.1
3872,7733,0.0666666666666667
3873,569,0.05
3873,758,0.2
3875,3357,0.1
3878,434,0.2
3878,3532,0.1
3879,7314,0.0666666666666667
3880,3820,0.2
3885,5329,0.2
3885,6085,0.2
3887,9945,0.2
3888,2323,0.2
3889,2279,0.1
3889,4031,0.1
3890,6839,0.1
3890,9936,0.2
3892,5673,0.2
3894,1771,0.1
3894,9604,0.1
3897,3032,0.1
3897,7116,0.1
3901,754,0.2
3901,9771,0.1
3902,1008,0.1
3904,7763,0.1
3909,5133,0.1
3910,8481,0.1
3912,5268,0.2
3913,2431,0.1
3914,1069,0.0666666666666667
3914,8161,0.1
3915,2647,0.0666666666666667
3915,9634,0.0666666666666667
3920,3674,0.1
3922,2586,0.1
3925,9346,0.1
3926,5913,0.2
3927,7073,0.1
3929,2793,0.1
3930,790,0.0666666666666667
3930,9032,0.0666666666666667
3931,1083,0.1
3931,5925,0.1
3932,1923,0.1
3934,6061,0.2
3937,5025,0.0666666666666667
3937,5473,0.0666666666666667
3937,8581,0.0666666666666667
3939,2308,0.04
3941,2212,0.0666666666666667
3942,2604,0.2
3943,1712,0.0666666666666667
3944,8985,0.2
3945,5799,0.1
3946,9701,0.0666666666666667
3948,807,0.2
3949,1514,0.2
3950,6960,0.2
3952,9383,0.2
3953,8930,0.05
3954,2376,0.2
3961,7797,0.04
3962,4435,0.1
3963,6670,0.2
3967,6482,0.2
3968,4451,0.2
3970,1288,0.0666666666666667
3970,4363,0.2
3971,989,0.1
3971,4652,0.2
3973,2352,0.1
3973,4417,0.1
3973,6658,0.2
3974,5634,0.2
3976,1882,0.2
3978,5770,0.2
3979,516,0.0666666666666667
3979,9358,0.1
3980,1554,0.2
3980,2591,0.2
3980,4809,0.1
3981,3755,0.1
3983,1963,0.1
3983,8970,0.2
3984,731,0.1
3985,3860,0.0666666666666667
3985,6558,0.2
3986,366,0.2
3986,7611,0.0666666666666667
3986,8390,0.2
3987,2439,0.0666666666666667
3991,421,0.2
3992,3587,0.2
3994,7283,0.2
3994,9134,0.1
3998,8807,0.2
3998,9010,0.2
3999,585,0.1
3999,3021,0.2
3999,5644,0.2
4000,2822,0.1
4000,5238,0.1
4001,2465,0.0666666666666667
4002,7760,0.1
4002,8164,0.1
4003,9023,0.2
4004,2416,0.2
4004,5036,0.1
4004,9654,0.2
4005,6291,0.1
4005,8972,0.0666666666666667
4006,1466,0.1
4006,4176,0.2
4006,4808,0.1
4007,913,0.04
4008,4664,0.2
4009,4772,0.1
4011,9801,0.0666666666666667
4013,3024,0.0666666666666667
4013,3256,0.2
4016,1172,0.2
4018,8110,0.2
4021,4901,0.2
4021,8381,0.0666666666666667
4023,5557,0.2
4023,8321,0.0666666666666667
4024,1662,0.1
4024,4582,0.2
4025,5369,0.04
4026,6741,0.2
4028,1818,0.2
4029,1988,0.2
4030,212,0.2
4032,2687,0.2
4033,3064,0.2
4034,7673,0.1
4035,1058,0.1
4035,5819,0.0666666666666667
4035,8592,0.0666666666666667
4038,6724,0.2
4039,3641,0.04
4041,7434,0.2
4042,1847,0.2
4043,5682,0.1
4044,4612,0.1
4045,12,0.0666666666666667
4047,4658,0.1
4048,6090,0.0666666666666667
4048,7891,0.1
4050,6657,0.1
4051,9943,0.1
4055,8468,0.1
4056,5438,0.2
4057,9220,0.2
4058,1700,0.1
4060,7029,0.0666666666666667
4062,1190,0.1
4062,3877,0.0666666666666667
4062,7126,0.2
4065,2624,0.2
4065,3649,0.1
4065,4937,0.2
4065,5426,0.2
4065,7958,0.1
4066,1131,0.2
4068,3233,0.1
4068,6446,0.1
4070,162,0.2
4070,7736,0.2
4072,17,0.2
4072,8438,0.2
4074,7767,0.1
4075,6017,0.1
4075,6116,0.05
4075,9957,0.2
4077,8552,0.04
4078,2686,0.1
4080,4823,0.1
4084,4003,0.0666666666666667
4086,4246,0.1
4087,577,0.1
4087,9854,0.2
4088,7245,0.1
4090,5821,0.2
4093,1406,0.1
4093,2092,0.2
4097,3527,0.1
4098,5285,0.0666666666666667
4098,8408,0.1
4100,1838,0.2
4101,2000,0.1
4101,8652,0.2
4102,5880,0.2
4103,1363,0.1
4103,2689,0.05
4104,197,0.2
4106,59,0.2
4106,4760,0.2
4107,1097,0.0666666666666667
4108,1410,0.2
4108,1483,0.1
4110,2558,0.0666666666666667
4110,5210,0.0666666666666667
4111,4587,0.05
4113,9144,0.2
4114,7849,0.2
4115,6,0.1
4116,5165,0.0666666666666667
4118,6021,0.1
4121,5545,0.0666666666666667
4121,9626,0.2
4122,9043,0.2
4123,4172,0.0666666666666667
4124,4640,0.05
4125,9047,0.1
4129,143,0.1
4133,4433,0.1
4133,9105,0.05
4135,164,0.2
4135,2978,0.2
4135,9874,0.2
4136,8748,0.2
4137,4017,0.2
4137,6098,0.2
4137,7772,0.1
4138,8937,0.05
4139,3852,0.2
4140,618,0.05
4140,1960,0.1
4140,6636,0.0666666666666667
4141,2964,0.1
4142,5352,0.1
4142,7198,0.0666666666666667
4142,7921,0.1
4143,4504,0.2
4143,8106,0.05
4145,8135,0.0666666666666667
4148,2511,0.2
4150,5257,0.1
4151,4555,0.2
4154,2309,0.1
4156,207,0.1
4156,7463,0.1
4156,9570,0.0666666666666667
4158,628,0.05
4158,5287,0.1
4158,5617,0.0666666666666667
4158,7469,0.1
4159,7886,0.1
4160,5112,0.2
4161,5402,0.0666666666666667
4162,1743,0.0666666666666667
4162,7209,0.04
4163,2395,0.1
4167,3157,0.0666666666666667
4167,9350,0.1
4170,1069,0.0666666666666667
4170,9755,0.2
4173,2444,0.0666666666666667
4173,7061,0.05
4175,3956,0.1
4175,6698,0.05
4176,4807,0.1
4177,6087,0.2
4177,7196,0.1
4182,2383,0.2
4183,3786,0.1
4185,9585,0.2
4186,3044,0.1
4186,3144,0.2
4186,4682,0.1
4187,7575,0.2
4187,9294,0.2
4188,4424,0.2
4190,1245,0.2
4190,8965,0.0666666666666667
4192,5224,0.1
4193,2133,0.2
4194,3450,0.2
4195,495,0.2
4195,5402,0.0666666666666667
4196,3232,0.0666666666666667
4196,8337,0.2
4197,4172,0.0666666666666667
4198,9132,0.1
4201,561,0.2
4202,5278,0.2
4203,1307,0.1
4204,82,0.1
4209,2045,0.2
4209,2945,0.1
4209,3967,0.2
4210,3191,0.1
4210,6417,0.2
4211,935,0.2
4211,3841,0.2
4212,2828,0.0666666666666667
4214,3802,0.1
4215,713,0.2
4216,7904,0.2
4216,7921,0.1
4218,4906,0.0666666666666667
4220,6281,0.2
4222,4066,0.0666666666666667
4222,8122,0.2
4222,9094,0.2
4223,2479,0.2
4223,8304,0.2
4224,4230,0.0666666666666667
4225,3320,0.1
4226,1156,0.0666666666666667
4227,432,0.0333333333333333
4227,2965,0.1
4228,7014,0.1
4229,8687,0.04
4229,8707,0.0333333333333333
4230,5711,0.1
4230,7983,0.2
4231,8558,0.05
4232,1899,0.0666666666666667
4234,2825,0.2
4236,4658,0.1
4236,6136,0.1
4240,9164,0.1
4244,972,0.2
4246,1903,0.2
4247,9860,0.05
4252,6233,0.2
4257,5562,0.1
4258,1468,0.2
4260,849,0.1
4260,7221,0.1
4262,4698,0.2
4267,5601,0.0666666666666667
4268,5848,0.2
4268,8853,0.1
4269,42,0.2
4274,1121,0.0666666666666667
4274,2739,0.2
4275,4614,0.2
4276,427,0.1
4277,1862,0.1
4277,7014,0.1
4278,1556,0.0666666666666667
4282,6308,0.0666666666666667
4284,5162,0.1
4285,2415,0.2
4287,6452,0.2
4289,9308,0.05
4290,6883,0.1
4290,7261,0.2
4290,9674,0.2
4291,5666,0.0666666666666667
4291,9793,0.2
4293,997,0.0666666666666667
4293,3545,0.2
4294,1674,0.0666666666666667
4296,5255,0.1
4297,4704,0.1
4301,6048,0.2
4301,9331,0.1
4302,5560,0.2
4303,7911,0.0666666666666667
4304,2852,0.05
4304,5680,0.2
4306,4259,0.0666666666666667
4307,9341,0.0666666666666667
4308,2897,0.2
4312,1120,0.0666666666666667
4312,4753,0.2
4312,7451,0.1
4313,1526,0.05
4313,6128,0.1
4315,8310,0.2
4317,1388,0.2
4317,4075,0.1
4318,7726,0.2
4320,1963,0.1
4321,6062,0.0666666666666667
4321,6827,0.1
4321,7100,0.0666666666666667
4322,3222,0.2
4323,3477,0.1
4324,9362,0.2
4326,7729,0.0666666666666667
4326,7955,0.1
4328,3433,0.1
4333,2937,0.2
4334,775,0.2
4338,7610,0.1
4341,6680,0.2
4343,225,0.1
4344,292,0.2
4344,7483,0.2
4346,357,0.0666666666666667
4346,7300,0.0666666666666667
4347,9986,0.2
4348,19,0.1
4348,3392,0.0666666666666667
4349,5106,0.2
4349,5803,0.0666666666666667
4352,1720,0.0666666666666667
4352,9826,0.0666666666666667
4355,926,0.1
4355,6656,0.1
4355,9707,0.2
4356,7552,0.2
4357,1080,0.0666666666666667
4357,4786,0.2
4357,7678,0.2
4357,8852,0.2
4359,139,0.2
4359,1720,0.0666666666666667
4359,2611,0.0666666666666667
4360,6554,0.1
4361,3936,0.2
4361,9119,0.1
4362,2350,0.2
4362,8139,0.1
4364,1595,0.1
4364,4996,0.0666666666666667
4365,9807,0.2
4367,5499,0.0666666666666667
4367,8937,0.05
4369,2402,0.1
4370,7163,0.0666666666666667
4371,8254,0.2
4371,8963,0.1
4372,1108,0.2
4373,8575,0.0666666666666667
4375,5462,0.2
4376,2475,0.2
4377,784,0.05
4377,1267,0.1
4377,6692,0.2
4380,8554,0.2
4380,9706,0.2
4382,5320,0.2
4383,1962,0.2
4384,2293,0.0666666666666667
4386,2060,0.1
4386,6503,0.1
4386,8486,0.0666666666666667
4389,8395,0.2
